Mod:Item:MetaData, Localized Name
ThermalFoundation:material:516, 魔力粉
ThermalFoundation:material:1024, 暴雪棒
ThermalFoundation:material:1025, 暴雪粉
ThermalFoundation:material:1026, 狂风棒
ThermalFoundation:material:1027, 狂风粉
ThermalFoundation:material:1028, 岩石棒
ThermalFoundation:material:1029, 岩石粉
ThermalFoundation:tool.shearsWood, 木剪刀
ThermalFoundation:tool.sickleWood, 木镰刀
ThermalFoundation:tool.shearsStone, 石剪刀
ThermalFoundation:tool.fishingRodStone, 石钓鱼竿
ThermalFoundation:tool.sickleStone, 石镰刀
ThermalFoundation:tool.bowStone, 石复合弓
ThermalFoundation:tool.fishingRodIron, 铁钓鱼竿
ThermalFoundation:tool.sickleIron, 铁镰刀
ThermalFoundation:tool.bowIron, 铁复合弓
ThermalFoundation:tool.shearsDiamond, 钻石剪刀
ThermalFoundation:tool.fishingRodDiamond, 钻石钓鱼竿
ThermalFoundation:tool.sickleDiamond, 钻石镰刀
ThermalFoundation:tool.bowDiamond, 钻石复合弓
ThermalFoundation:tool.shearsGold, 金剪刀
ThermalFoundation:tool.fishingRodGold, 金钓鱼竿
ThermalFoundation:tool.sickleGold, 金镰刀
ThermalFoundation:tool.bowGold, 金复合弓
ThermalFoundation:armor.helmetCopper, 铜头盔
ThermalFoundation:armor.plateCopper, 铜胸甲
ThermalFoundation:armor.legsCopper, 铜护腿
ThermalFoundation:armor.bootsCopper, 铜靴子
ThermalFoundation:tool.swordCopper, 铜剑
ThermalFoundation:tool.shovelCopper, 铜锹
ThermalFoundation:tool.pickaxeCopper, 铜镐
ThermalFoundation:tool.axeCopper, 铜斧
ThermalFoundation:tool.hoeCopper, 铜锄
ThermalFoundation:tool.shearsCopper, 铜剪刀
ThermalFoundation:tool.fishingRodCopper, 铜钓鱼竿
ThermalFoundation:tool.sickleCopper, 铜镰刀
ThermalFoundation:tool.bowCopper, 铜复合弓
ThermalFoundation:armor.helmetTin, 锡头盔
ThermalFoundation:armor.plateTin, 锡胸甲
ThermalFoundation:armor.legsTin, 锡护腿
ThermalFoundation:armor.bootsTin, 锡靴子
ThermalFoundation:tool.swordTin, 锡剑
ThermalFoundation:tool.shovelTin, 锡锹
ThermalFoundation:tool.pickaxeTin, 锡镐
ThermalFoundation:tool.axeTin, 锡斧
ThermalFoundation:tool.hoeTin, 锡锄
ThermalFoundation:tool.shearsTin, 锡剪刀
ThermalFoundation:tool.fishingRodTin, 锡钓鱼竿
ThermalFoundation:tool.sickleTin, 锡镰刀
ThermalFoundation:tool.bowTin, 锡复合弓
ThermalFoundation:armor.helmetSilver, 银头盔
ThermalFoundation:armor.plateSilver, 银胸甲
ThermalFoundation:armor.legsSilver, 银护腿
ThermalFoundation:armor.bootsSilver, 银靴子
ThermalFoundation:tool.swordSilver, 银剑
ThermalFoundation:tool.shovelSilver, 银锹
ThermalFoundation:tool.pickaxeSilver, 银镐
ThermalFoundation:tool.axeSilver, 银斧
ThermalFoundation:tool.hoeSilver, 银锄
ThermalFoundation:tool.shearsSilver, 银剪刀
ThermalFoundation:tool.fishingRodSilver, 银钓鱼竿
ThermalFoundation:tool.sickleSilver, 银镰刀
ThermalFoundation:tool.bowSilver, 银复合弓
ThermalFoundation:armor.helmetLead, 铅头盔
ThermalFoundation:armor.plateLead, 铅胸甲
ThermalFoundation:armor.legsLead, 铅护腿
ThermalFoundation:armor.bootsLead, 铅靴子
ThermalFoundation:tool.swordLead, 铅剑
ThermalFoundation:tool.shovelLead, 铅锹
ThermalFoundation:tool.pickaxeLead, 铅镐
ThermalFoundation:tool.axeLead, 铅斧
ThermalFoundation:tool.hoeLead, 铅锄
ThermalFoundation:tool.shearsLead, 铅剪刀
ThermalFoundation:tool.fishingRodLead, 铅钓鱼竿
ThermalFoundation:tool.sickleLead, 铅镰刀
ThermalFoundation:tool.bowLead, 铅复合弓
ThermalFoundation:armor.helmetNickel, 镍头盔
ThermalFoundation:armor.plateNickel, 镍胸甲
ThermalFoundation:armor.legsNickel, 镍护腿
ThermalFoundation:armor.bootsNickel, 镍靴子
ThermalFoundation:tool.swordNickel, 镍剑
ThermalFoundation:tool.shovelNickel, 镍锹
ThermalFoundation:tool.pickaxeNickel, 镍镐
ThermalFoundation:tool.axeNickel, 镍斧
ThermalFoundation:tool.hoeNickel, 镍锄
ThermalFoundation:tool.shearsNickel, 镍剪刀
ThermalFoundation:tool.fishingRodNickel, 镍钓鱼竿
ThermalFoundation:tool.sickleNickel, 镍镰刀
ThermalFoundation:tool.bowNickel, 镍复合弓
ThermalFoundation:armor.helmetElectrum, 琥珀金头盔
ThermalFoundation:armor.plateElectrum, 琥珀金胸甲
ThermalFoundation:armor.legsElectrum, 琥珀金护腿
ThermalFoundation:armor.bootsElectrum, 琥珀金靴子
ThermalFoundation:tool.swordElectrum, 琥珀金剑
ThermalFoundation:tool.shovelElectrum, 琥珀金锹
ThermalFoundation:tool.pickaxeElectrum, 琥珀金镐
ThermalFoundation:tool.axeElectrum, 琥珀金斧
ThermalFoundation:tool.hoeElectrum, 琥珀金锄
ThermalFoundation:tool.shearsElectrum, 琥珀金剪刀
ThermalFoundation:tool.fishingRodElectrum, 琥珀金钓鱼竿
ThermalFoundation:tool.sickleElectrum, 琥珀金镰刀
ThermalFoundation:tool.bowElectrum, 琥珀金复合弓
ThermalFoundation:armor.helmetInvar, 因瓦合金头盔
ThermalFoundation:armor.plateInvar, 因瓦合金胸甲
ThermalFoundation:armor.legsInvar, 因瓦合金护腿
ThermalFoundation:armor.bootsInvar, 因瓦合金靴子
ThermalFoundation:tool.swordInvar, 因瓦合金剑
ThermalFoundation:tool.shovelInvar, 因瓦合金锹
ThermalFoundation:tool.pickaxeInvar, 因瓦合金镐
ThermalFoundation:tool.axeInvar, 因瓦合金斧
ThermalFoundation:tool.hoeInvar, 因瓦合金锄
ThermalFoundation:tool.shearsInvar, 因瓦合金剪刀
ThermalFoundation:tool.fishingRodInvar, 因瓦合金钓鱼竿
ThermalFoundation:tool.sickleInvar, 因瓦合金镰刀
ThermalFoundation:tool.bowInvar, 因瓦合金复合弓
ThermalFoundation:armor.helmetBronze, 青铜头盔
ThermalFoundation:armor.plateBronze, 青铜胸甲
ThermalFoundation:armor.legsBronze, 青铜护腿
ThermalFoundation:armor.bootsBronze, 青铜靴子
ThermalFoundation:tool.swordBronze, 青铜剑
ThermalFoundation:tool.shovelBronze, 青铜锹
ThermalFoundation:tool.pickaxeBronze, 青铜镐
ThermalFoundation:tool.axeBronze, 青铜斧
ThermalFoundation:tool.hoeBronze, 青铜锄
ThermalFoundation:tool.shearsBronze, 青铜剪刀
ThermalFoundation:tool.fishingRodBronze, 青铜钓鱼竿
ThermalFoundation:tool.sickleBronze, 青铜镰刀
ThermalFoundation:tool.bowBronze, 青铜复合弓
ThermalFoundation:armor.helmetPlatinum, 铂头盔
ThermalFoundation:armor.platePlatinum, 铂胸甲
ThermalFoundation:armor.legsPlatinum, 铂护腿
ThermalFoundation:armor.bootsPlatinum, 铂靴子
ThermalFoundation:tool.swordPlatinum, 铂剑
ThermalFoundation:tool.shovelPlatinum, 铂锹
ThermalFoundation:tool.pickaxePlatinum, 铂镐
ThermalFoundation:tool.axePlatinum, 铂斧
ThermalFoundation:tool.hoePlatinum, 铂锄
ThermalFoundation:tool.shearsPlatinum, 铂剪刀
ThermalFoundation:tool.fishingRodPlatinum, 铂钓鱼竿
ThermalFoundation:tool.sicklePlatinum, 铂镰刀
ThermalFoundation:tool.bowPlatinum, 铂复合弓
ThermalExpansion:wrench:0, 新月锤
ThermalExpansion:tool.battleWrenchInvar, 战斗扳手
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, 创造RF电容
ThermalExpansion:capacitor:1, 马铃薯RF电容
ThermalExpansion:capacitor:2, 铅石RF电容
ThermalExpansion:capacitor:2, 铅石RF电容
ThermalExpansion:capacitor:3, 硬化RF电容
ThermalExpansion:capacitor:3, 硬化RF电容
ThermalExpansion:capacitor:4, 红石RF电容
ThermalExpansion:capacitor:4, 红石RF电容
ThermalExpansion:capacitor:5, 谐振RF电容
ThermalExpansion:capacitor:5, 谐振RF电容
ThermalExpansion:satchel:0, 创造背包
ThermalExpansion:satchel:1, 基础背包
ThermalExpansion:satchel:2, 硬化背包
ThermalExpansion:satchel:3, 强化背包
ThermalExpansion:satchel:4, 谐振背包
ThermalExpansion:florb:0, Invalid Item (Destroy) (空§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (空§r)
BigReactors:BRIngot:0, 黄铀锭
BigReactors:BRIngot:1, 蓝晶锭
BigReactors:BRIngot:2, 石墨棒
BigReactors:BRIngot:3, 蓝钚锭
BigReactors:BRIngot:4, 黄铀粉
BigReactors:BRIngot:5, 蓝晶粉
BigReactors:BRIngot:6, 石墨粉
BigReactors:BRIngot:7, 蓝钚粉
BigReactors:BRIngot:8, 纯镥锭
BigReactors:BRIngot:9, 纯镥粉
BigReactors:bucketYellorium, 液态黄铀桶
BigReactors:bucketCyanite, 液态蓝晶桶
BigReactors:BRDebugTool, BeefTronic™公司调试工具
AWWayofTime:weakBloodOrb, 虚弱气血宝珠
AWWayofTime:apprenticeBloodOrb, 学徒气血宝珠
AWWayofTime:magicianBloodOrb, 法师气血宝珠
AWWayofTime:energyBlaster, 能源爆破枪
AWWayofTime:energySword, 约束之剑
AWWayofTime:lavaCrystal, 熔岩晶体
AWWayofTime:waterSigil, 水之印记
AWWayofTime:lavaSigil, 熔岩印记
AWWayofTime:voidSigil, 虚空印记
AWWayofTime:blankSlate, 空白的石板
AWWayofTime:reinforcedSlate, 加强的石板
AWWayofTime:sacrificialKnife, 牺牲匕首
AWWayofTime:daggerOfSacrifice, 献祭刀
AWWayofTime:airSigil, 空气印记
AWWayofTime:sigilOfTheFastMiner, 速掘印记
AWWayofTime:sigilOfElementalAffinity, 元素印记
AWWayofTime:sigilOfHaste, 急速印记
AWWayofTime:sigilOfHolding, 集合印记
AWWayofTime:divinationSigil, 占卜印记
AWWayofTime:waterScribeTool, 元素铭文：水
AWWayofTime:fireScribeTool, 元素铭文：火
AWWayofTime:earthScribeTool, 元素铭文：地
AWWayofTime:airScribeTool, 元素铭文：风
AWWayofTime:activationCrystal:0, [虚弱]激活水晶
AWWayofTime:activationCrystal:1, [觉醒]激活水晶
AWWayofTime:activationCrystal:2, [创造模式]激活水晶
AWWayofTime:boundPickaxe, 约束之镐
AWWayofTime:boundAxe, 约束之斧
AWWayofTime:boundShovel, 约束之锹
AWWayofTime:boundHelmet, 约束头盔
AWWayofTime:boundPlate, 约束胸甲
AWWayofTime:boundLeggings, 约束护腿
AWWayofTime:boundBoots, 约束靴子
AWWayofTime:weakBloodShard, 虚弱气血碎片
AWWayofTime:growthSigil, 绿丛印记
AWWayofTime:blankSpell, 未绑定的水晶
AWWayofTime:masterBloodOrb, 导师气血宝珠
AWWayofTime:alchemyFlask, 药瓶
AWWayofTime:standardBindingAgent, [标准的]粘合剂
AWWayofTime:mundanePowerCatalyst, [平凡的]功率催化剂
AWWayofTime:averagePowerCatalyst, [普通的]功率催化剂
AWWayofTime:greaterPowerCatalyst, [更好的]功率催化剂
AWWayofTime:mundaneLengtheningCatalyst, [平凡的]延时催化剂
AWWayofTime:averageLengtheningCatalyst, [普通的]延时催化剂
AWWayofTime:greaterLengtheningCatalyst, [更好的]延时催化剂
AWWayofTime:incendium, 火焰粉末
AWWayofTime:magicales, 魔法粉末
AWWayofTime:sanctus, 神圣粉末
AWWayofTime:aether, 以太元素
AWWayofTime:simpleCatalyst, 简单的催化剂
AWWayofTime:crepitous, 爆破粉末
AWWayofTime:crystallos, 冰晶粉末
AWWayofTime:terrae, 泥土粉末
AWWayofTime:aquasalus, 液之粉末
AWWayofTime:tennebrae, 暗黑粉末
AWWayofTime:demonBloodShard, 恶魔气血碎片
AWWayofTime:archmageBloodOrb, 贤者气血宝珠
AWWayofTime:transcendentBloodOrb, 卓越气血宝珠
AWWayofTime:sigilOfWind, 旋风印记
AWWayofTime:telepositionFocus, 传送方位核心
AWWayofTime:enhancedTelepositionFocus, [加强]传送方位核心
AWWayofTime:reinforcedTelepositionFocus, [强化]传送方位核心
AWWayofTime:demonicTelepositionFocus, [恶魔]传送方位核心
AWWayofTime:imbuedSlate, 灌输石板
AWWayofTime:demonicSlate, 恶魔石板
AWWayofTime:duskScribeTool, 元素铭文： 幽暗
AWWayofTime:sigilOfTheBridge, 影桥印记
AWWayofTime:armourInhibitor, 装甲约束器
AWWayofTime:creativeFiller, 测试宝珠
AWWayofTime:demonPlacer:0, 恶魔水晶
AWWayofTime:creativeDagger, [创造模式]牺牲匕首
AWWayofTime:weakFillingAgent, [虚弱的]填充剂
AWWayofTime:standardFillingAgent, [标准的]填充剂
AWWayofTime:enhancedFillingAgent, [加强的]填充剂
AWWayofTime:weakBindingAgent, [虚弱的]粘合剂
AWWayofTime:itemRitualDiviner:0, 仪式推测杖
AWWayofTime:itemRitualDiviner:1, 仪式推测杖
AWWayofTime:itemRitualDiviner:2, 仪式推测杖
AWWayofTime:sigilOfMagnetism, 磁引印记
AWWayofTime:itemKeyOfDiablo:0, 约束钥匙
AWWayofTime:itemKeyOfDiablo:0, 约束钥匙
AWWayofTime:energyBazooka, 能源火箭筒
AWWayofTime:itemBloodLightSigil, 血光印记
AWWayofTime:itemComplexSpellCrystal, 复杂的法术水晶
AWWayofTime:sigilOfSupression, 抑液印记
AWWayofTime:sigilOfEnderSeverance, 绝影印记
AWWayofTime:fluidSigil, 
AWWayofTime:seerSigil, 见解印记
AWWayofTime:customTool, 法术权杖
AWWayofTime:bucketLife, Bucket of Life
AWWayofTime:itemCombinationalCatalyst, 组合催化剂
AWWayofTime:itemAttunedCrystal:0, 炼金通递仗
AWWayofTime:itemTankSegmenter:0, 炼金分配仗
AWWayofTime:itemDestinationClearer, 炼金清通器
AWWayofTime:bloodMagicBaseItems:0, 石英棍
AWWayofTime:bloodMagicBaseItems:1, 空白核心
AWWayofTime:bloodMagicBaseItems:2, 魔法线缆
AWWayofTime:bloodMagicBaseItems:3, 木支架
AWWayofTime:bloodMagicBaseItems:4, 石支架
AWWayofTime:bloodMagicBaseItems:5, 抛射核心
AWWayofTime:bloodMagicBaseItems:6, 自体核心
AWWayofTime:bloodMagicBaseItems:7, 格斗核心
AWWayofTime:bloodMagicBaseItems:8, 范式板
AWWayofTime:bloodMagicBaseItems:9, 法术线缆：输出
AWWayofTime:bloodMagicBaseItems:10, 火焰核心
AWWayofTime:bloodMagicBaseItems:11, 冰霜核心
AWWayofTime:bloodMagicBaseItems:12, 风暴核心
AWWayofTime:bloodMagicBaseItems:13, 尘土核心
AWWayofTime:bloodMagicBaseItems:14, 法术线缆：输入
AWWayofTime:bloodMagicBaseItems:15, [裂损]古碑文板
AWWayofTime:bloodMagicBaseItems:16, 古碑文板
AWWayofTime:bloodMagicBaseItems:17, [灌输]古碑文板
AWWayofTime:bloodMagicBaseItems:18, 未鉴核心
AWWayofTime:bloodMagicBaseItems:19, 攻势核心
AWWayofTime:bloodMagicBaseItems:20, 防守核心
AWWayofTime:bloodMagicBaseItems:21, 环境核心
AWWayofTime:bloodMagicBaseItems:22, 力量核心
AWWayofTime:bloodMagicBaseItems:23, 代价核心
AWWayofTime:bloodMagicBaseItems:24, 效能核心
AWWayofTime:bloodMagicBaseItems:25, 黑曜石支架
AWWayofTime:bloodMagicBaseItems:26, 工具核心
AWWayofTime:bloodMagicBaseItems:27, 悬幽石板
AWWayofTime:bloodMagicBaseItems:28, 生命碎片
AWWayofTime:bloodMagicBaseItems:29, 灵魂碎片
AWWayofTime:bloodMagicBaseItems:30, 灵魂文板
AWWayofTime:bloodMagicBaseItems:31, 生命支架
AWWayofTime:bloodMagicBaseItems:32, 末影碎片
AWWayofTime:bloodMagicBaseAlchemyItems:0, 攻势粉末
AWWayofTime:bloodMagicBaseAlchemyItems:1, 防守粉末
AWWayofTime:bloodMagicBaseAlchemyItems:2, 环境粉末
AWWayofTime:bloodMagicBaseAlchemyItems:3, [加强]催化剂
AWWayofTime:bloodMagicBaseAlchemyItems:4, [浓缩]催化剂
AWWayofTime:bloodMagicBaseAlchemyItems:5, 断裂的骨头
AWWayofTime:bloodMagicBaseAlchemyItems:6, 力量粉末
AWWayofTime:bloodMagicBaseAlchemyItems:7, 代价粉末
AWWayofTime:bloodMagicBaseAlchemyItems:8, 效能粉末
AWWayofTime:dawnScribeTool, 元素铭文：破晓
AWWayofTime:itemBloodPack, 血液背包
AWWayofTime:itemHarvestSigil, 丰收印记
AWWayofTime:itemCompressionSigil, 压缩印记
AWWayofTime:itemAssassinSigil, 刺客印记
AWWayofTime:boundHelmetWater, 水`欧米伽头盔
AWWayofTime:boundPlateWater, 水`欧米伽胸甲
AWWayofTime:boundLeggingsWater, 水`欧米伽护腿
AWWayofTime:boundBootsWater, 水`欧米伽之靴
AWWayofTime:boundHelmetEarth, 土`欧米伽头盔
AWWayofTime:boundPlateEarth, 土`欧米伽胸甲
AWWayofTime:boundLeggingsEarth, 土`欧米伽护腿
AWWayofTime:boundBootsEarth, 土`欧米伽之靴
AWWayofTime:boundHelmetWind, 风`欧米伽头盔
AWWayofTime:boundPlateWind, 风`欧米伽胸甲
AWWayofTime:boundLeggingsWind, 风`欧米伽护腿
AWWayofTime:boundBootsWind, 风`欧米伽之靴
AWWayofTime:boundHelmetFire, 火`欧米伽头盔
AWWayofTime:boundPlateFire, 火`欧米伽胸甲
AWWayofTime:boundLeggingsFire, 火`欧米伽护腿
AWWayofTime:boundBootsFire, 火`欧米伽之靴
AWWayofTime:inputRoutingFocus, 输入路由核心
AWWayofTime:outputRoutingFocus, item.outputRoutingFocus.name
AWWayofTime:bloodMagicIncenseItem:0, 木灰粉末
AWWayofTime:bloodMagicIncenseItem:1, 玫香粉末
AWWayofTime:bloodMagicIncenseItem:2, 晶香粉末
AWWayofTime:bloodMagicIncenseItem:3, 翠香粉末
AWWayofTime:bloodMagicIncenseItem:4, 紫香粉末
AWWayofTime:ritualDismantler, Ritual Dismantler
Thaumcraft:WandCasting:0, 铁杖端木质法杖
Thaumcraft:WandCasting:9, 金杖端宏伟之木法杖
Thaumcraft:WandCasting:54, 神秘杖端银树法杖
Thaumcraft:WandCasting:128, 神秘杖端银树权杖
Thaumcraft:WandCap:0, 铁杖端
Thaumcraft:WandCap:1, 金杖端
Thaumcraft:WandCap:2, 充能神秘杖端
Thaumcraft:WandCap:6, 惰性神秘杖端
Thaumcraft:WandCap:7, 充能虚空杖端
Thaumcraft:WandCap:8, 惰性虚空杖端
Thaumcraft:WandRod:0, 宏伟之木杖柄
Thaumcraft:WandRod:1, 黑曜石杖柄
Thaumcraft:WandRod:2, 银树杖柄
Thaumcraft:WandRod:3, 寒霜杖柄
Thaumcraft:WandRod:4, 石英杖柄
Thaumcraft:WandRod:5, 甘蔗杖柄
Thaumcraft:WandRod:6, 烈焰杖柄
Thaumcraft:WandRod:7, 白骨杖柄
Thaumcraft:WandRod:50, 宏伟之木杖芯
Thaumcraft:WandRod:51, 黑曜石杖芯
Thaumcraft:WandRod:52, 银树杖芯
Thaumcraft:WandRod:53, 寒霜杖芯
Thaumcraft:WandRod:54, 石英杖芯
Thaumcraft:WandRod:55, 甘蔗杖芯
Thaumcraft:WandRod:56, 烈焰杖芯
Thaumcraft:WandRod:57, 白骨杖芯
Thaumcraft:WandRod:100, 元始杖芯
Thaumcraft:FocusPouch, 法杖核心手袋
Thaumcraft:FocusFire, 法杖核心:火焰
Thaumcraft:FocusShock, 法杖核心:震击
Thaumcraft:FocusHellbat, 法杖核心:九狱
Thaumcraft:FocusFrost, 法杖核心:寒霜
Thaumcraft:FocusTrade, 法杖核心:更替
Thaumcraft:FocusExcavation, 法杖核心:采掘
Thaumcraft:FocusPortableHole, 法杖核心:便携式洞穴
Thaumcraft:FocusPech, 法杖核心:岩精之诅咒
Thaumcraft:FocusWarding, 法杖核心:守护
Thaumcraft:FocusPrimal, 法杖核心:元始
Thaumcraft:ItemEssence:0, 玻璃安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemEssence:1, 要素安瓿
Thaumcraft:ItemManaBean:0, 魔豆
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemWispEssence:0, 天域之华
Thaumcraft:ItemResource:0, 源动之焰
Thaumcraft:ItemResource:1, 闪耀之光
Thaumcraft:ItemResource:2, 神秘锭
Thaumcraft:ItemResource:3, 水银
Thaumcraft:ItemResource:4, 魔力油脂
Thaumcraft:ItemResource:6, 琥珀
Thaumcraft:ItemResource:7, 魔力布匹
Thaumcraft:ItemResource:8, 魔力滤管
Thaumcraft:ItemResource:9, 知识碎片
Thaumcraft:ItemResource:10, 镜面玻璃
Thaumcraft:ItemResource:11, 腐化粘浆
Thaumcraft:ItemResource:12, 腐化触手
Thaumcraft:ItemResource:13, 罐子标签
Thaumcraft:ItemResource:14, 世界盐
Thaumcraft:ItemResource:15, 元始魔力
Thaumcraft:ItemResource:16, 虚空锭
Thaumcraft:ItemResource:17, 虚空种子
Thaumcraft:ItemResource:18, Gold Coin
Thaumcraft:ItemShard:0, 风之碎片
Thaumcraft:ItemShard:1, 火之碎片
Thaumcraft:ItemShard:2, 水之碎片
Thaumcraft:ItemShard:3, 地之碎片
Thaumcraft:ItemShard:4, 秩序碎片
Thaumcraft:ItemShard:5, 混沌碎片
Thaumcraft:ItemShard:6, 平衡碎片
Thaumcraft:ItemResearchNotes:0, 研究笔记
Thaumcraft:ItemInkwell, 笔与墨
Thaumcraft:ItemThaumonomicon:0, 魔导手册
Thaumcraft:ItemThaumometer, 魔导透镜
Thaumcraft:ItemGoggles, 揭示之护目镜
Thaumcraft:ItemHelmetThaumium, 神秘头盔
Thaumcraft:ItemChestplateThaumium, 神秘胸甲
Thaumcraft:ItemLeggingsThaumium, 神秘护腿
Thaumcraft:ItemBootsThaumium, 神秘靴子
Thaumcraft:ItemShovelThaumium, 神秘铲
Thaumcraft:ItemPickThaumium, 神秘镐
Thaumcraft:ItemAxeThaumium, 神秘斧
Thaumcraft:ItemSwordThaumium, 神秘剑
Thaumcraft:ItemHoeThaumium, 神秘锄
Thaumcraft:ItemArcaneDoor, 奥能之扉
Thaumcraft:ItemNugget:0, 铁粒
Thaumcraft:ItemNugget:5, 水银液滴
Thaumcraft:ItemNugget:21, 朱砂原矿簇
Thaumcraft:ItemNugget:6, 神秘粒
Thaumcraft:ItemNugget:7, 虚空粒
Thaumcraft:ItemNugget:16, 铁原矿簇
Thaumcraft:ItemNugget:31, 金原矿簇
Thaumcraft:BootsTraveller, 旅行者之靴
Thaumcraft:ItemNuggetChicken, 鸡肉粒
Thaumcraft:ItemNuggetBeef, 牛肉粒
Thaumcraft:ItemNuggetPork, 猪肉粒
Thaumcraft:ItemNuggetFish, 鱼肉粒
Thaumcraft:TripleMeatTreat, 三层肉饼
Thaumcraft:ItemSwordElemental, 风雷剑
Thaumcraft:ItemShovelElemental, 后土铲
Thaumcraft:ItemPickaxeElemental, 炽心镐
